SAMPLENAME	old_samplename	Monkey	Month..round.	Year	Month	Day	Cell.Type	simple_cell_type	Experiment	Other	Run	GIVENNAME	MAPPED	READS	MAP_percent	threshold	LibID	Month_timepoint
ZK22_vaccine_7_week_PLT_RNA_20171024_FX45_sampled_FX45_i526_S21_L003_R1_001.fastq	ZK22_vaccine_7_week_PLT_RNA_20171024_FX45_sampled_FX45_i526_S21_L003_R1_001.fastq											 vaccine 7 week PLT RNA 20171024 FX45	1436746	4000000	35.91865	100	GAGTTC	NA
ZK22_vaccine_5week_10102017_PLT_RNA_sampled_FX43_i511_S9_L003_R1_001.fastq	ZK22_vaccine_5week_10102017_PLT_RNA_sampled_FX43_i511_S9_L003_R1_001.fastq											vaccine 5 week 20m PLT RNA 20171010	1320217	4000000	33.005425	100	GAGTTC	NA
ZK22_vaccine_3week_9262017_PLT_RNA_sampled_FX43_i510_S8_L003_R1_001.fastq	ZK22_vaccine_3week_9262017_PLT_RNA_sampled_FX43_i510_S8_L003_R1_001.fastq											vaccine 3 week 20m PLT RNA 20170926	2568261	4000000	64.206525	100	GAGTTC	NA
ZK22_vaccine_1week_9112017_PLT_RNA_sampled_FX43_i507_S7_L003_R1_001.fastq	ZK22_vaccine_1week_9112017_PLT_RNA_sampled_FX43_i507_S7_L003_R1_001.fastq											vaccine 1 week 19m PLT RNA 20170912	585790	4000000	14.64475	100	GAGTTC	NA
ZK22_vaccine_1week_08292017_PLT_RNA_sampled_FX43_i501_S1_L003_R1_001.fastq	ZK22_vaccine_1week_08292017_PLT_RNA_sampled_FX43_i501_S1_L003_R1_001.fastq											vaccine -1 week 19m PLT RNA 20170829	1717618	4000000	42.94045	100	GAGTTC	NA
ZK22_vaccine_11_week__PLT_RNA_20171121_FX45_sampled_FX45_i528_S23_L003_R1_001.fastq	ZK22_vaccine_11_week__PLT_RNA_20171121_FX45_sampled_FX45_i528_S23_L003_R1_001.fastq											 vaccine 11 week  PLT RNA 20171121 FX45	3183315	4000000	79.582875	100	GAGTTC	NA
zk22_start_20170223_T_depleted_PBMC_sampled_DE2400_YD23_N710_S80_L008_R1_001.fastq	zk22_start_20170223_T_depleted_PBMC_sampled_DE2400_YD23_N710_S80_L008_R1_001.fastq											12.5m PBMC T depleted YD23     	2837748	4000000	70.9437	100	GAGTTC	NA
zk22_PBMNC_20160218_pp_50trim_CD124_R28.fastq	zk22_PBMNC_20160218_pp_50trim_CD124_R28.fastq											2wk PBMNC     	2812030	4000000	70.30075	100	GAGTTC	NA
zk22_PBMNC_20160212_pp_50trim_CD124_R9.fastq	zk22_PBMNC_20160212_pp_50trim_CD124_R9.fastq											1wk PBMNC     	2848961	4000000	71.224025	100	GAGTTC	NA
zk22_Gran_20170912_sampled_CD152_i504_S26_L008_R1_001.fastq	zk22_Gran_20170912_sampled_CD152_i504_S26_L008_R1_001.fastq											19m Gr	2389372	4000000	59.7343	100	GAGTTC	19
zk22_Gr_20160308_pp_50trim_CD124_R22.fastq	zk22_Gr_20160308_pp_50trim_CD124_R22.fastq											1m + 5d Gr     	2909512	4000000	72.7378	100	GAGTTC	NA
zk22_Gr_20160303_pp_50trim_CD124_R21.fastq	zk22_Gr_20160303_pp_50trim_CD124_R21.fastq							Gr				1m Gr     	1444748	2028182	71.23364668	100	GAGTTC	1
zk22_Gr_20160218_pp_50trim_CD124_R26.fastq	zk22_Gr_20160218_pp_50trim_CD124_R26.fastq											2 wk Gr     	2834857	4000000	70.871425	100	GAGTTC	NA
zk22_Gr_20160212_pp_50trim_CD124_R12.fastq	zk22_Gr_20160212_pp_50trim_CD124_R12.fastq											1 wk Gr     	2879506	4000000	71.98765	100	GAGTTC	NA
zk22_9m_T_8bp_index_sampled_DE2077_D701_S1_L005_R1_001.fastq	zk22_9m_T_8bp_index_sampled_DE2077_D701_S1_L005_R1_001.fastq											9m T 8bp index     	2976788	4000000	74.4197	100	GAGTTC	9
zk22_9m_NK_CD16p_NKP80p_sampled_DE2077_D702_S2_L005_R1_001.fastq	zk22_9m_NK_CD16p_NKP80p_sampled_DE2077_D702_S2_L005_R1_001.fastq											9m NK CD16sp NKP80p 8bp index     	2738741	4000000	68.468525	100	GAGTTC	9
zk22_7m_Gr_20160906_sampled_CD144_N7019_S31_L002_R1_001.fastq	zk22_7m_Gr_20160906_sampled_CD144_N7019_S31_L002_R1_001.fastq							Gr				7m Gr CD144     	2618916	4000000	65.4729	100	GAGTTC	7
zk22_6m_Gr_20160815_sampled_CD144_N7026_S37_L002_R1_001.fastq	zk22_6m_Gr_20160815_sampled_CD144_N7026_S37_L002_R1_001.fastq							Gr				6m Gr CD144     	2748606	4000000	68.71515	100	GAGTTC	6
zk22_5m_T_20160706_pp_50trim_CD136_R3.fastq	zk22_5m_T_20160706_pp_50trim_CD136_R3.fastq											5m T     	3122225	4000000	78.055625	100	GAGTTC	5
zk22_5m_NK_CD56pCD16n_20160706_pp_50trim_CD136_R4.fastq	zk22_5m_NK_CD56pCD16n_20160706_pp_50trim_CD136_R4.fastq											5m NK CD56sp     	2870492	4000000	71.7623	100	GAGTTC	5
zk22_5m_NK_CD56nCD16p_20160706_pp_50trim_CD136_R1.fastq	zk22_5m_NK_CD56nCD16p_20160706_pp_50trim_CD136_R1.fastq											5m NK CD16sp     	3139351	4000000	78.483775	100	GAGTTC	5
zk22_5m_Mono_20160706_pp_50trim_CD136_R2.fastq	zk22_5m_Mono_20160706_pp_50trim_CD136_R2.fastq											5m Mono     	3207267	4000000	80.181675	100	GAGTTC	5
zk22_5m_Gr_Ficoll_20160706_pp_50trim_CD136_R24.fastq	zk22_5m_Gr_Ficoll_20160706_pp_50trim_CD136_R24.fastq							Gr				5m Gr     	3143699	4000000	78.592475	100	GAGTTC	5
zk22_5m_B_20160706_pp_50trim_CD136_R5.fastq	zk22_5m_B_20160706_pp_50trim_CD136_R5.fastq											5m B     	3188733	4000000	79.718325	100	GAGTTC	5
zk22_48h_preinfusion_CD34p_GFPp_pp_50trim_CD124_R23.fastq	zk22_48h_preinfusion_CD34p_GFPp_pp_50trim_CD124_R23.fastq											48hr preinfusion CD34p GFPp     	2876870	4000000	71.92175	100	GAGTTC	NA
zk22_3p25m_Gr_Ficoll_20160508_pp_50trim_CD127_R24.fastq	zk22_3p25m_Gr_Ficoll_20160508_pp_50trim_CD127_R24.fastq											3.25m Gr F CD127     	2807461	4000000	70.186525	100	GAGTTC	3.25
zk22_3m_Gr_Ficoll_20160502_pp_50trim_CD127_R23.fastq	zk22_3m_Gr_Ficoll_20160502_pp_50trim_CD127_R23.fastq											3m Gr F CD127     	2814567	4000000	70.364175	100	GAGTTC	3
zk22_3hm_rightLN_T_20160526_pp_50trim_CD133_R9.fastq	zk22_3hm_rightLN_T_20160526_pp_50trim_CD133_R9.fastq											3.5m RLN T CD133     	3146296	4000000	78.6574	100	GAGTTC	3.5
zk22_3hm_rightLN_NK_CD56sp_pp_50trim_CD129_R12.fastq	zk22_3hm_rightLN_NK_CD56sp_pp_50trim_CD129_R12.fastq											3.5m RLN NK CD56sp CD129     	2333088	4000000	58.3272	100	GAGTTC	3.5
zk22_3hm_rightLN_NK_CD16sp_20160526_pp_50trim_CD129_R9.fastq	zk22_3hm_rightLN_NK_CD16sp_20160526_pp_50trim_CD129_R9.fastq											3.5m RLN NK CD16sp CD129     	2227531	4000000	55.688275	100	GAGTTC	3.5
zk22_3hm_rightLN_Mono_20160520_pp_50trim_CD129_R28.fastq	zk22_3hm_rightLN_Mono_20160520_pp_50trim_CD129_R28.fastq											3.5m RLN Mono CD129     	2786556	4000000	69.6639	100	GAGTTC	3.5
zk22_3hm_rightLN_B_20160526_rep_pp_50trim_CD133_R14.fastq	zk22_3hm_rightLN_B_20160526_rep_pp_50trim_CD133_R14.fastq											3.5m RLN B CD133 rep     	3156924	4000000	78.9231	100	GAGTTC	3.5
zk22_3hm_rightLN_B_20160526_pp_50trim_CD133_R12.fastq	zk22_3hm_rightLN_B_20160526_pp_50trim_CD133_R12.fastq											3.5m RLN B CD133     	3173851	4000000	79.346275	100	GAGTTC	3.5
zk22_3hm_RBM_T_20160520_pp_50trim_CD133_R3.fastq	zk22_3hm_RBM_T_20160520_pp_50trim_CD133_R3.fastq											3.5m RBM T CD133     	2773448	4000000	69.3362	100	GAGTTC	3.5
zk22_3hm_RBM_NK_SYKneg_20160520_pp_50trim_CD129_R2.fastq	zk22_3hm_RBM_NK_SYKneg_20160520_pp_50trim_CD129_R2.fastq											3.5m RBM NK CD16sp SYKneg CD129     	1609099	2215051	72.64388043	100	GAGTTC	3.5
zk22_3hm_RBM_NK_SYKhigh_20160526_pp_50trim_CD129_R14.fastq	zk22_3hm_RBM_NK_SYKhigh_20160526_pp_50trim_CD129_R14.fastq											3.5m RBM NK CD16sp SYKbright CD129     	1477713	2868930	51.50746097	100	GAGTTC	3.5
zk22_3hm_RBM_NK_SYKdim_20160520_pp_50trim_CD129_R3.fastq	zk22_3hm_RBM_NK_SYKdim_20160520_pp_50trim_CD129_R3.fastq											3.5m RBM NK CD16sp SYKdim CD129     	1056947	1977187	53.45710851	100	GAGTTC	3.5
zk22_3hm_RBM_NK_CD56sp_20160520_pp_50trim_CD129_R21.fastq	zk22_3hm_RBM_NK_CD56sp_20160520_pp_50trim_CD129_R21.fastq											3.5m RBM NK CD56sp CD129     	1055814	1974904	53.46153535	100	GAGTTC	3.5
zk22_3hm_RBM_NK_CD16sp_20160531sortCore_05202016_pp_50trim_CD129_R1.fastq	zk22_3hm_RBM_NK_CD16sp_20160531sortCore_05202016_pp_50trim_CD129_R1.fastq											3.5m RBM NK CD16sp CD129     	2829465	4000000	70.736625	100	GAGTTC	3.5
zk22_3hm_RBM_Mono_CD14p_20160520_pp_50trim_CD129_R24.fastq	zk22_3hm_RBM_Mono_CD14p_20160520_pp_50trim_CD129_R24.fastq											3.5m RBM Mono CD129     	2868446	4000000	71.71115	100	GAGTTC	3.5
zk22_3hm_RBM_Gr_Ficoll_20160520_pp_50trim_CD130_R5.fastq	zk22_3hm_RBM_Gr_Ficoll_20160520_pp_50trim_CD130_R5.fastq											3.5m RBM Gr F CD130     	3189123	4000000	79.728075	100	GAGTTC	3.5
zk22_3hm_RBM_CD34p_20160520_pp_50trim_CD130_R4.fastq	zk22_3hm_RBM_CD34p_20160520_pp_50trim_CD130_R4.fastq											3.5m RBM CD34p CD130     	3090307	3831619	80.65277367	100	GAGTTC	3.5
zk22_3hm_RBM_B_20160520_pp_50trim_CD133_R4.fastq	zk22_3hm_RBM_B_20160520_pp_50trim_CD133_R4.fastq											3.5m RBM B CD133     	2722630	4000000	68.06575	100	GAGTTC	3.5
zk22_3hm_PBMNC_Thraw_pp_50trim_CD130_R1.fastq	zk22_3hm_PBMNC_Thraw_pp_50trim_CD130_R1.fastq											3.5m PBMNC CD130     	3158278	4000000	78.95695	100	GAGTTC	3.5
zk22_3hm_PBMNC_T_fresh_20160520_pp_50trim_CD130_R3.fastq	zk22_3hm_PBMNC_T_fresh_20160520_pp_50trim_CD130_R3.fastq											3.5m T CD130     	2529809	3196498	79.14314353	100	GAGTTC	3.5
zk22_3hm_PB_T_CD3p_20160526_pp_50trim_CD132_R6.fastq	zk22_3hm_PB_T_CD3p_20160526_pp_50trim_CD132_R6.fastq											3.5m T CD132     	3109208	4000000	77.7302	100	GAGTTC	3.5
zk22_3hm_PB_T_20160520_pp_50trim_CD133_R5.fastq	zk22_3hm_PB_T_20160520_pp_50trim_CD133_R5.fastq											3.5m T CD133     	3168143	4000000	79.203575	100	GAGTTC	3.5
zk22_3hm_PB_NK_SYKneg_20160526_pp_50trim_CD132_R2.fastq	zk22_3hm_PB_NK_SYKneg_20160526_pp_50trim_CD132_R2.fastq											3.5m PB NK CD16sp SYKneg CD132     	3097773	4000000	77.444325	100	GAGTTC	3.5
zk22_3hm_PB_NK_SYKneg_20160520_pp_50trim_CD129_R5.fastq	zk22_3hm_PB_NK_SYKneg_20160520_pp_50trim_CD129_R5.fastq											3.5m PB NK CD16sp SYKneg CD129     	2975314	4000000	74.38285	100	GAGTTC	3.5
zk22_3hm_PB_NK_SYKhigh_20160526_pp_50trim_CD128_R28.fastq	zk22_3hm_PB_NK_SYKhigh_20160526_pp_50trim_CD128_R28.fastq											3.5m PB NK CD16sp SYKbright CD128     	731853	925668	79.06214755	100	GAGTTC	3.5
zk22_3hm_PB_NK_SYKhigh_20160520_pp_50trim_CD129_R22.fastq	zk22_3hm_PB_NK_SYKhigh_20160520_pp_50trim_CD129_R22.fastq											3.5m PB NK CD16sp SYKbright CD129     	2190666	2767747	79.14979223	100	GAGTTC	3.5
zk22_3hm_PB_NK_SYKdim_20160526_pp_50trim_CD128_R26.fastq	zk22_3hm_PB_NK_SYKdim_20160526_pp_50trim_CD128_R26.fastq											3.5m PB NK CD16sp SYKdim CD128     	544870	674682	80.75952819	100	GAGTTC	3.5
zk22_3hm_PB_NK_SYKdim_20160520_pp_50trim_CD129_R6.fastq	zk22_3hm_PB_NK_SYKdim_20160520_pp_50trim_CD129_R6.fastq											3.5m PB NK CD16sp SYKdim CD129     	2577196	3239583	79.55332523	100	GAGTTC	3.5
zk22_3hm_PB_NK_CD56sp_20160526_pp_50trim_CD132_R1.fastq	zk22_3hm_PB_NK_CD56sp_20160526_pp_50trim_CD132_R1.fastq											3.5m PB NK CD56sp CD132     	2490638	4000000	62.26595	100	GAGTTC	3.5
zk22_3hm_PB_NK_CD56sp_20160520_pp_50trim_CD129_R23.fastq	zk22_3hm_PB_NK_CD56sp_20160520_pp_50trim_CD129_R23.fastq											3.5m PB NK CD56sp CD129     	2144298	4000000	53.60745	100	GAGTTC	3.5
zk22_3hm_PB_NK_CD16sp_20160526_pp_50trim_CD128_R23.fastq	zk22_3hm_PB_NK_CD16sp_20160526_pp_50trim_CD128_R23.fastq											3.5m PB NK CD16sp CD128     	849599	1062383	79.97106505	100	GAGTTC	3.5
zk22_3hm_PB_NK_CD16sp_20160520_pp_50trim_CD129_R4.fastq	zk22_3hm_PB_NK_CD16sp_20160520_pp_50trim_CD129_R4.fastq											3.5m PB NK CD16sp CD129     	3147583	4000000	78.689575	100	GAGTTC	3.5
zk22_3hm_PB_Mono_CD14_20160526_pp_50trim_CD128_R22.fastq	zk22_3hm_PB_Mono_CD14_20160526_pp_50trim_CD128_R22.fastq											3.5m PB Mono CD128     	380640	465056	81.84820753	100	GAGTTC	3.5
zk22_3hm_PB_Mono_20160520_pp_50trim_CD129_R26.fastq	zk22_3hm_PB_Mono_20160520_pp_50trim_CD129_R26.fastq											3.5m PB Mono CD129     	3285457	4000000	82.136425	100	GAGTTC	3.5
zk22_3hm_PB_B_CD20_20160526_pp_50trim_CD132_R9.fastq	zk22_3hm_PB_B_CD20_20160526_pp_50trim_CD132_R9.fastq											3.5m PB B CD132     	3103370	4000000	77.58425	100	GAGTTC	3.5
zk22_3hm_PB_B_20160520_pp_50trim_CD133_R6.fastq	zk22_3hm_PB_B_20160520_pp_50trim_CD133_R6.fastq											3.5m PB B CD133     	3092025	4000000	77.300625	100	GAGTTC	3.5
zk22_3hm_leftLN_T_CD3p_20160520_pp_50trim_CD128_R14.fastq	zk22_3hm_leftLN_T_CD3p_20160520_pp_50trim_CD128_R14.fastq											3.5m LLN T     	772771	931361	82.97223096	100	GAGTTC	3.5
zk22_3hm_leftLN_NK_CD56sp_pp_50trim_CD128_R9.fastq	zk22_3hm_leftLN_NK_CD56sp_pp_50trim_CD128_R9.fastq											3.5m LLN NK CD56sp     	393613	499803	78.75362893	100	GAGTTC	3.5
zk22_3hm_leftLN_NK_CD16sp_pp_50trim_CD128_R6.fastq	zk22_3hm_leftLN_NK_CD16sp_pp_50trim_CD128_R6.fastq											3.5m LLN NK CD16sp     	409291	600535	68.15439566	100	GAGTTC	3.5
zk22_3hm_leftLN_NK_CD16nCD56n_20160520_pp_50trim_CD128_R12.fastq	zk22_3hm_leftLN_NK_CD16nCD56n_20160520_pp_50trim_CD128_R12.fastq											3.5m LLN NK DN     	366262	479617	76.36551665	100	GAGTTC	3.5
zk22_3hm_leftLN_Mono_pp_50trim_CD128_R5.fastq	zk22_3hm_leftLN_Mono_pp_50trim_CD128_R5.fastq											3.5m LLN Mono     	580446	780657	74.3535253	100	GAGTTC	3.5
zk22_3hm_leftLN_B_CD20_20160520_pp_50trim_CD128_R21.fastq	zk22_3hm_leftLN_B_CD20_20160520_pp_50trim_CD128_R21.fastq											3.5m LLN B     	471338	572341	82.3526534	100	GAGTTC	3.5
zk22_3hm_LBM_T_20160520_20160602sort_pp_50trim_CD128_R1_.fastq	zk22_3hm_LBM_T_20160520_20160602sort_pp_50trim_CD128_R1_.fastq											3.5m LBM T     	514288	628201	81.86679104	100	GAGTTC	3.5
zk22_3hm_LBM_NK_SYKneg_20160520_pp_50trim_CD128_R24.fastq	zk22_3hm_LBM_NK_SYKneg_20160520_pp_50trim_CD128_R24.fastq											3.5m LBM NK CD16sp SYKneg     	543487	741855	73.26054283	100	GAGTTC	3.5
zk22_3hm_LBM_NK_SYKdim_20160520_pp_50trim_CD132_R3.fastq	zk22_3hm_LBM_NK_SYKdim_20160520_pp_50trim_CD132_R3.fastq											3.5m LBM NK CD16sp SYKdim     	2433897	4000000	60.847425	100	GAGTTC	3.5
zk22_3hm_LBM_NK_SYKbright_20160520_pp_50trim_CD132_R4.fastq	zk22_3hm_LBM_NK_SYKbright_20160520_pp_50trim_CD132_R4.fastq											3.5m LBM NK CD16sp SYKbright     	2198186	4000000	54.95465	100	GAGTTC	3.5
zk22_3hm_LBM_NK_CD56sp_20160520_pp_50trim_CD132_R5.fastq	zk22_3hm_LBM_NK_CD56sp_20160520_pp_50trim_CD132_R5.fastq											3.5m LBM NK CD56sp     	2144231	4000000	53.605775	100	GAGTTC	3.5
zk22_3hm_LBM_NK_CD16sp_pp_50trim_CD128_R3.fastq	zk22_3hm_LBM_NK_CD16sp_pp_50trim_CD128_R3.fastq											3.5m LBM NK CD16sp     	649969	873558	74.40479052	100	GAGTTC	3.5
zk22_3hm_LBM_Mono_pp_50trim_CD128_R4.fastq	zk22_3hm_LBM_Mono_pp_50trim_CD128_R4.fastq											3.5m LBM Mono     	554557	667547	83.07385098	100	GAGTTC	3.5
zk22_3hm_LBM_Gr_Ficoll_20160520_pp_50trim_CD130_R12.fastq	zk22_3hm_LBM_Gr_Ficoll_20160520_pp_50trim_CD130_R12.fastq											3.5m LBM Gr F     	3354433	4000000	83.860825	100	GAGTTC	3.5
zk22_3hm_LBM_CD34p_20160520_pp_50trim_CD130_R6.fastq	zk22_3hm_LBM_CD34p_20160520_pp_50trim_CD130_R6.fastq											3.5m LBM CD34p     	3466006	4000000	86.65015	100	GAGTTC	3.5
zk22_3hm_LBM_CD34n_MNC_20160520_pp_50trim_CD130_R9.fastq	zk22_3hm_LBM_CD34n_MNC_20160520_pp_50trim_CD130_R9.fastq											3.5m LBM CD34n MNC     	2142081	2521297	84.95948712	100	GAGTTC	3.5
zk22_3hm_LBM_B_20160520_pp_50trim_CD128_R2.fastq	zk22_3hm_LBM_B_20160520_pp_50trim_CD128_R2.fastq											3.5m LBM B     	599234	733062	81.74397254	100	GAGTTC	3.5
zk22_3hm_Gr_Ficoll_20160520_pp_50trim_CD130_R2.fastq	zk22_3hm_Gr_Ficoll_20160520_pp_50trim_CD130_R2.fastq							Gr				3.5m Gr F     	1974065	2463145	80.14408409	100	GAGTTC	3.5
zk22_3hm_Gr_20160526_sampled_CD144_N7022_S34_L002_R1_001.fastq	zk22_3hm_Gr_20160526_sampled_CD144_N7022_S34_L002_R1_001.fastq							Gr				3.5m Gr CD144     	2648871	4000000	66.221775	100	GAGTTC	3.5
zk22_2m_Gr_Ficoll_20160407_pp_50trim_CD127_R22.fastq	zk22_2m_Gr_Ficoll_20160407_pp_50trim_CD127_R22.fastq							Gr				2m Gr F     	2836063	4000000	70.901575	100	GAGTTC	2
zk22_2m_CD41p_GFPp_RNA_stephanie_pp_50trim_CD134_R9.fastq	zk22_2m_CD41p_GFPp_RNA_stephanie_pp_50trim_CD134_R9.fastq											2m CD41p GFPp R     	3276049	4000000	81.901225	100	GAGTTC	2
zk22_2m_CD41p_GFPn_RNA_stephanie_rep_pp_50trim_CD134_R12.fastq	zk22_2m_CD41p_GFPn_RNA_stephanie_rep_pp_50trim_CD134_R12.fastq											2m CD41p GFPn R     	1799256	4000000	44.9814	100	GAGTTC	2
zk22_24h_preinfusion_CD34p_GFPp_pp_50trim_CD124_R14.fastq	zk22_24h_preinfusion_CD34p_GFPp_pp_50trim_CD124_R14.fastq											24hr preinfusion CD34p GFPp     	2861763	4000000	71.544075	100	GAGTTC	NA
zk22_23mMono_sampled_CD156_i521_S17_L008_R1_001.fastq	zk22_23mMono_sampled_CD156_i521_S17_L008_R1_001.fastq											23m Mono CD156	3178882	4000000	79.47205	100	GAGTTC	23
zk22_23m_T_sampled_CD156_i519_S15_L008_R1_001.fastq	zk22_23m_T_sampled_CD156_i519_S15_L008_R1_001.fastq											23m T CD156	2911084	4000000	72.7771	100	GAGTTC	23
zk22_23m_NKG2pCD16p_Tetp_sampled_CD156_i523_S19_L008_R1_001.fastq	zk22_23m_NKG2pCD16p_Tetp_sampled_CD156_i523_S19_L008_R1_001.fastq											23m NKG2+CD16+Tet+ CD156	1639567	1933562	84.79516043	100	GAGTTC	23
zk22_23m_NKG2pCD16p_tetn_sampled_CD156_i524_S20_L008_R1_001.fastq	zk22_23m_NKG2pCD16p_tetn_sampled_CD156_i524_S20_L008_R1_001.fastq											23m NKG2+CD16+ Tet- CD156	3324270	4000000	83.10675	100	GAGTTC	23
zk22_23m_NKG2pCD16p_sampled_CD156_i522_S18_L008_R1_001.fastq	zk22_23m_NKG2pCD16p_sampled_CD156_i522_S18_L008_R1_001.fastq											23m NKG2+CD16+ CD156	3367598	4000000	84.18995	100	GAGTTC	23
ZK22_22m_PB_RBC_RNA_20171205_FX45_sampled_FX45_i512_S10_L003_R1_001.fastq	ZK22_22m_PB_RBC_RNA_20171205_FX45_sampled_FX45_i512_S10_L003_R1_001.fastq											 22m PB RBC RNA 20171205 FX45	3212774	4000000	80.31935	100	GAGTTC	22
ZK22_22hmPB_MONO_CELL_20171205_FX45_sampled_FX45_i518_S14_L003_R1_001.fastq	ZK22_22hmPB_MONO_CELL_20171205_FX45_sampled_FX45_i518_S14_L003_R1_001.fastq											 22mPB MONO CELL 20171205 FX45	2930728	4000000	73.2682	100	GAGTTC	22
ZK22_22hm_PLT_RNA_20171205_FX45_sampled_FX45_i514_S11_L003_R1_001.fastq	ZK22_22hm_PLT_RNA_20171205_FX45_sampled_FX45_i514_S11_L003_R1_001.fastq											 vaccine 13 wks 22m PLT RNA 20171205 FX45	1613087	4000000	40.327175	100	GAGTTC	22
ZK22_22hm_PB_T_CELL_20171205_FX45_sampled_FX45_i515_S12_L003_R1_001.fastq	ZK22_22hm_PB_T_CELL_20171205_FX45_sampled_FX45_i515_S12_L003_R1_001.fastq											 22m PB T CELL 20171205 FX45	2779620	4000000	69.4905	100	GAGTTC	22
ZK22_22hm_PB_GRANS_20171205_FX45_sampled_FX45_i521_S17_L003_R1_001.fastq	ZK22_22hm_PB_GRANS_20171205_FX45_sampled_FX45_i521_S17_L003_R1_001.fastq							Gr				 22m PB Gr 20171205 FX45	2690901	4000000	67.272525	100	GAGTTC	22
ZK22_22hm_PB_CD16pNKG2Ap_NK_CELL_20171205_FX45_sampled_FX45_i519_S15_L003_R1_001.fastq	ZK22_22hm_PB_CD16pNKG2Ap_NK_CELL_20171205_FX45_sampled_FX45_i519_S15_L003_R1_001.fastq											 22m PB CD16pNKG2Ap NK CELL 20171205 FX45	2642277	4000000	66.056925	100	GAGTTC	22
ZK22_22hm_PB_B_CELL_20171205_FX45_sampled_FX45_i516_S13_L003_R1_001.fastq	ZK22_22hm_PB_B_CELL_20171205_FX45_sampled_FX45_i516_S13_L003_R1_001.fastq											 22m PB B CELL 20171205 FX45	2992945	4000000	74.823625	100	GAGTTC	22
ZK22_21m_PB_RBC_RNA_20171107_FX45_sampled_FX45_i510_S8_L003_R1_001.fastq	ZK22_21m_PB_RBC_RNA_20171107_FX45_sampled_FX45_i510_S8_L003_R1_001.fastq											 21m PB RBC RNA 20171107 FX45	3260710	4000000	81.51775	100	GAGTTC	21
ZK22_21hm_PB_RBC_RNA_20171121_FX45_sampled_FX45_i511_S9_L003_R1_001.fastq	ZK22_21hm_PB_RBC_RNA_20171121_FX45_sampled_FX45_i511_S9_L003_R1_001.fastq											 21.5m 20171121 PB RBC RNA  FX45	3226460	4000000	80.6615	100	GAGTTC	21.5
zk22_21hm_Gr_sampled_CD156_i504_S4_L008_R1_001.fastq	zk22_21hm_Gr_sampled_CD156_i504_S4_L008_R1_001.fastq							Gr				21.5m 11212017  Gr CD156	3212249	4000000	80.306225	100	GAGTTC	21.5
zk22_21hm_CD3p_sampled_CD156_i501_S1_L008_R1_001.fastq	zk22_21hm_CD3p_sampled_CD156_i501_S1_L008_R1_001.fastq											21.5m 11212017 CD3p CD156	3236012	4000000	80.9003	100	GAGTTC	21.5
zk22_21hm_CD14p_sampled_CD156_i503_S3_L008_R1_001.fastq	zk22_21hm_CD14p_sampled_CD156_i503_S3_L008_R1_001.fastq											21.5m 11212017 CD14p CD156	3213115	4000000	80.327875	100	GAGTTC	21.5
ZK22_20m_PB_RBC_RNA_20171010_FX45_sampled_FX45_i505_S5_L003_R1_001.fastq	ZK22_20m_PB_RBC_RNA_20171010_FX45_sampled_FX45_i505_S5_L003_R1_001.fastq											20m PB RBC RNA 20171010 FX45	3208644	4000000	80.2161	100	GAGTTC	20
ZK22_20hm_PB_RBC_RNA_20171024_FX45_sampled_FX45_i506_S6_L003_R1_001.fastq	ZK22_20hm_PB_RBC_RNA_20171024_FX45_sampled_FX45_i506_S6_L003_R1_001.fastq											 20.5m PB RBC RNA 20171024 FX45	3194471	4000000	79.861775	100	GAGTTC	20.5
zk22_20171011_NKG2ApCD16p_CD153_sampled_CD153_i528_S23_L008_R1_001.fastq	zk22_20171011_NKG2ApCD16p_CD153_sampled_CD153_i528_S23_L008_R1_001.fastq											20m NK CD16p NKG2Ap	2283931	4000000	57.098275	100	GAGTTC	20
zk22_20171011_Gr_sampled_CD152_i526_S43_L008_R1_001.fastq	zk22_20171011_Gr_sampled_CD152_i526_S43_L008_R1_001.fastq							Gr				20m Gr 20171011	3351002	4000000	83.77505	100	GAGTTC	20
zk22_20171011_CD56p_CD153_sampled_CD153_i505_S5_L008_R1_001.fastq	zk22_20171011_CD56p_CD153_sampled_CD153_i505_S5_L008_R1_001.fastq											20m NK CD56p	1417185	2294667	61.75994164	100	GAGTTC	20
zk22_20171011__CD3p_sampled_CD152_i527_S44_L008_R1_001.fastq	zk22_20171011__CD3p_sampled_CD152_i527_S44_L008_R1_001.fastq											20m T 20171011	3316937	4000000	82.923425	100	GAGTTC	20
zk22_20171011__CD20p_sampled_CD152_i528_S45_L008_R1_001.fastq	zk22_20171011__CD20p_sampled_CD152_i528_S45_L008_R1_001.fastq											20m B 20171011	3301396	4000000	82.5349	100	GAGTTC	20
zk22_20171011__CD14p_sampled_CD152_i529_S46_L008_R1_001.fastq	zk22_20171011__CD14p_sampled_CD152_i529_S46_L008_R1_001.fastq											20m Mono 20171011	3280968	4000000	82.0242	100	GAGTTC	20
zk22_20170927_CD56p_sampled_CD152_i524_S42_L008_R1_001.fastq	zk22_20170927_CD56p_sampled_CD152_i524_S42_L008_R1_001.fastq											19.5m NK CD56p 20170927	349367	475684	73.4451863	100	GAGTTC	19.5
zk22_20170927_CD16p_sampled_CD152_i520_S38_L008_R1_001.fastq	zk22_20170927_CD16p_sampled_CD152_i520_S38_L008_R1_001.fastq											19.5m NK CD16p 20170927	1483541	1815352	81.72194704	100	GAGTTC	19.5
